,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
136,oranjestad,12.524,-70.027,87.75,66,40,20.71,AW,1623090316
137,mangan,27.5167,88.5333,74.57,97,97,2.13,IN,1623090317
138,ribeira grande,38.5167,-28.7,68.4,88,40,10.36,PT,1623090317
139,awbari,26.5921,12.7805,94.35,12,81,9.82,LY,1623090318
140,were ilu,10.6,39.4333,59.16,40,32,7.38,ET,1623090318
141,kruisfontein,-34.0033,24.7314,61.88,36,0,7.25,ZA,1623090318
142,parkes,-33.1333,148.1833,49.35,64,100,3.0,AU,1623090319
143,abu samrah,35.3029,37.1841,75.96,30,0,10.16,SY,1623090319
144,barrow,71.2906,-156.7887,30.22,86,90,19.57,US,1623090320
145,polyarnyy,69.1989,33.4478,57.67,50,39,3.94,RU,1623090320
146,monroe,43.1501,-77.6831,89.62,54,75,17.27,US,1623090148
147,sandomierz,50.6827,21.749,71.92,67,43,5.53,PL,1623090321
148,husavik,66.0449,-17.3389,53.51,76,99,4.25,IS,1623090321
149,frederico westphalen,-27.3592,-53.3944,63.45,98,100,1.34,BR,1623090322
150,odweyne,9.4092,45.064,80.73,37,4,7.81,SO,1623090322
151,katherine,-14.4667,132.2667,64.72,82,27,5.88,AU,1623090322
152,airai,-8.9266,125.4092,55.92,88,72,2.1,TL,1623090323
153,poum,-20.2333,164.0167,71.38,67,99,16.11,NC,1623090324
154,tasiilaq,65.6145,-37.6368,46.56,88,80,2.46,GL,1623090324
155,uberlandia,-18.9186,-48.2772,79.81,38,20,4.61,BR,1623090324
156,cabo san lucas,22.8909,-109.9124,102.81,22,1,9.22,MX,1623090325
157,mayo,38.8876,-76.5119,95.36,67,1,1.99,US,1623090325
158,santiago,-33.4569,-70.6483,70.18,34,20,2.3,CL,1623090191
159,shenjiamen,29.9576,122.298,70.47,97,93,5.84,CN,1623090326
160,hithadhoo,-0.6,73.0833,83.46,69,59,12.88,MV,1623090326
161,genhe,50.7833,121.5167,53.01,60,15,2.66,CN,1623090327
162,barsovo,61.1667,73.1667,46.53,63,100,7.34,RU,1623090327
163,evensk,61.95,159.2333,44.49,80,100,1.43,RU,1623090328
164,birjand,32.8663,59.2211,88.27,13,0,13.8,IR,1623090328
165,green river,41.5286,-109.4662,82.18,15,56,7.54,US,1623090329
166,isiro,2.7739,27.616,70.74,84,86,0.74,CD,1623090329
167,codrington,-38.2667,141.9667,49.19,89,100,7.74,AU,1623090329
168,svetlogorsk,52.6333,29.7333,60.31,88,53,5.77,BY,1623090330
169,san antonio,29.4241,-98.4936,88.36,76,90,8.05,US,1623090274
170,semey,50.4111,80.2275,61.02,51,0,4.47,KZ,1623090330
171,westport,41.1415,-73.3579,96.62,65,1,1.01,US,1623090331
172,carnarvon,-24.8667,113.6333,68.07,52,90,10.36,AU,1623090331
173,worksop,53.3018,-1.124,71.42,71,100,7.56,GB,1623090332
174,sakaide,34.3167,133.85,66.54,89,31,4.68,JP,1623090332
175,santiago del estero,-27.7951,-64.2615,65.1,50,94,5.19,AR,1623090333
176,vila velha,-20.3297,-40.2925,80.55,77,20,1.99,BR,1623090091
177,bakchar,57.0186,82.0711,51.19,99,99,4.92,RU,1623090333
178,kamenka,51.3223,42.7678,59.36,84,96,4.99,RU,1623090334
179,torbay,47.6666,-52.7314,61.57,68,75,19.57,CA,1623090334
180,sjenica,43.2731,19.9994,55.54,93,100,3.76,RS,1623090335
181,sorong,-0.8833,131.25,78.46,88,72,7.27,ID,1623090335
182,strezhevoy,60.7333,77.5889,42.78,90,100,10.02,RU,1623090336
183,nikolskoye,59.7035,30.7861,66.09,75,9,4.59,RU,1623090336
184,olavarria,-36.8927,-60.3225,53.46,65,100,8.66,AR,1623090337
185,kangaatsiaq,68.3065,-53.4641,38.46,81,97,7.05,GL,1623090337
186,chuy,-33.6971,-53.4616,61.11,69,38,11.72,UY,1623090338
187,hervey bay,-25.2986,152.8535,61.03,65,77,5.01,AU,1623090338
188,balabac,7.9868,117.0645,81.86,75,100,3.09,PH,1623090338
189,hoa binh,20.8133,105.3383,78.69,93,99,1.16,VN,1623090339
190,lakatoro,-16.0999,167.4164,73.38,77,100,10.65,VU,1623090339
191,cherskiy,68.75,161.3,47.95,60,100,4.88,RU,1623090340
192,thompson,55.7435,-97.8558,57.36,51,75,5.75,CA,1623090340
193,pangnirtung,66.1451,-65.7125,37.4,81,90,6.91,CA,1623090341
194,flinders,-34.5833,150.8552,55.38,71,100,4.0,AU,1623090341
195,luganville,-15.5333,167.1667,75.04,79,100,10.18,VU,1623090342
196,abilene,32.4487,-99.7331,94.46,67,1,13.8,US,1623090159
197,guerrero negro,27.9769,-114.0611,68.88,58,94,12.8,MX,1623090342
198,yulara,-25.2406,130.9889,48.04,46,44,6.91,AU,1623090343
199,kavieng,-2.5744,150.7967,81.19,77,100,6.64,PG,1623090343
200,narsaq,60.9167,-46.05,55.62,46,100,14.41,GL,1623090344
201,vardo,70.3705,31.1107,55.15,81,0,9.22,NO,1623090344
202,severo-kurilsk,50.6789,156.125,41.2,97,100,9.46,RU,1623090345
203,samdari,25.8167,72.5833,95.02,37,6,18.01,IN,1623090345
204,hasaki,35.7333,140.8333,63.0,80,93,2.06,JP,1623090345
205,emporia,38.4039,-96.1817,82.6,57,20,8.05,US,1623090346
206,kimbe,-5.5502,150.1429,74.62,93,100,3.6,PG,1623090346
207,ust-tsilma,65.441,52.1498,45.61,47,4,4.5,RU,1623090347
208,notse,6.95,1.1667,84.15,60,83,6.82,TG,1623090347
209,asosa,10.0667,34.5333,63.03,92,31,3.02,ET,1623090348
210,huangnihe,43.5583,128.0239,50.7,86,2,2.1,CN,1623090348
211,san patricio,28.017,-97.5169,91.87,66,35,21.79,US,1623090349
212,bethel,41.3712,-73.414,95.36,53,1,8.05,US,1623090349
213,kizner,56.2749,51.508,60.94,75,32,1.36,RU,1623090350
214,tuatapere,-46.1333,167.6833,43.25,86,2,3.24,NZ,1623090350
215,mandera,3.9366,41.867,85.26,48,49,19.84,KE,1623090350
216,salalah,17.0151,54.0924,84.29,84,75,9.22,OM,1623090351
217,chokurdakh,70.6333,147.9167,36.48,85,100,13.76,RU,1623090254
218,auki,-8.7676,160.7034,76.48,88,73,3.4,SB,1623090352
219,saint-philippe,-21.3585,55.7679,69.35,76,88,17.34,RE,1623090352
220,labuhan,-6.8844,112.2051,78.19,84,82,7.07,ID,1623090352
221,miles city,46.4083,-105.8406,77.97,25,1,13.8,US,1623090353
222,naze,28.3667,129.4833,74.57,87,100,4.23,JP,1623090353
223,leh,34.1667,77.5833,54.68,27,0,5.53,IN,1623090354
224,nome,64.5011,-165.4064,35.67,80,90,0.0,US,1623090354
225,vilyuysk,63.7553,121.6247,45.19,48,50,3.31,RU,1623090355
226,eyl,7.9803,49.8164,80.91,79,40,24.81,SO,1623090355
227,richards bay,-28.783,32.0377,64.13,74,0,11.34,ZA,1623090356
228,puri,19.8,85.85,88.38,84,81,20.96,IN,1623090356
229,olafsvik,64.8945,-23.7142,47.88,85,100,4.18,IS,1623090357
230,de-kastri,51.4667,140.7833,39.54,96,89,2.75,RU,1623090357
231,mayumba,-3.432,10.6554,77.34,90,85,7.7,GA,1623090358
232,neringa,55.3719,21.0647,66.29,76,32,14.12,LT,1623090358
233,kununurra,-15.7667,128.7333,57.18,82,22,2.3,AU,1623090359
234,korla,41.7597,86.1469,70.41,50,99,17.31,CN,1623090359
235,santarem,-2.4431,-54.7083,87.93,66,20,8.05,BR,1623090359
236,grindavik,63.8424,-22.4338,51.57,93,90,11.34,IS,1623090360
237,kloulklubed,7.0419,134.2556,82.18,76,100,6.15,PW,1623090360
238,prince rupert,54.3161,-130.3201,47.89,93,90,3.44,CA,1623090361
239,chernyshevskiy,63.0128,112.4714,40.14,92,82,0.94,RU,1623090361
240,aktau,43.65,51.2,68.58,75,17,14.85,KZ,1623090362
241,norman wells,65.282,-126.8329,53.64,43,20,10.36,CA,1623090362
242,marawi,7.9986,124.2928,70.65,93,99,1.28,PH,1623090363
243,ancud,-41.8697,-73.8203,51.42,74,100,16.33,CL,1623090363
244,xuanzhou,30.9525,118.7553,68.79,69,99,4.81,CN,1623090363
245,honggang,46.4667,124.8667,64.49,57,1,7.2,CN,1623090364
246,porto novo,6.4965,2.6036,84.02,75,62,6.96,BJ,1623090364
247,ganzhou,28.8184,115.4327,75.81,86,92,1.77,CN,1623090145
248,acarau,-2.8856,-40.12,84.83,67,32,10.27,BR,1623090365
249,half moon bay,37.4636,-122.4286,73.62,60,20,16.37,US,1623090072
250,san matias,-16.3667,-58.4,97.23,26,59,6.04,BO,1623090365
251,kisaran,2.9845,99.6158,74.08,98,100,2.86,ID,1623090366
252,kalmunai,7.4167,81.8167,82.63,76,86,3.27,LK,1623090366
253,hovd,48.0056,91.6419,54.3,29,0,1.5,MN,1623090367
254,kokkola,63.8385,23.1307,68.16,56,0,3.58,FI,1623090367
255,mocorito,25.4833,-107.9167,95.27,19,28,4.88,MX,1623090368
256,frumusita,45.6667,28.0667,66.97,59,68,2.35,RO,1623090368
257,skive,56.5667,9.0333,60.62,88,6,3.0,DK,1623090369
258,acapulco,16.8634,-99.8901,89.42,70,90,8.48,MX,1623090150
259,griffith,41.5284,-87.4237,80.42,85,90,1.99,US,1623090369
260,kidal,18.4411,1.4078,105.62,10,3,10.85,ML,1623090370
261,mount gambier,-37.8333,140.7667,44.51,100,100,6.91,AU,1623090370
262,rio gallegos,-51.6226,-69.2181,42.85,56,0,2.3,AR,1623090371
263,river falls,44.8614,-92.6238,90.99,58,28,9.64,US,1623090299
264,luderitz,-26.6481,15.1594,60.71,84,43,9.37,NA,1623090371
265,pilar,-9.5972,-35.9567,80.53,66,96,8.12,BR,1623090372
266,coquimbo,-29.9533,-71.3436,58.73,72,0,4.32,CL,1623090372
267,vuktyl,63.8567,57.3094,43.48,47,4,5.53,RU,1623090373
268,ocos,14.5094,-92.1933,91.9,69,92,13.73,GT,1623090373
269,kumbo,6.2,10.6667,60.58,95,41,1.83,CM,1623090373
270,lumeje,-11.55,20.7833,66.65,46,61,5.53,AO,1623090374
271,salgueiro,-8.0742,-39.1192,85.8,41,92,12.88,BR,1623090374
272,nanortalik,60.1432,-45.2371,42.33,80,100,6.26,GL,1623090375
273,mareeba,-17.0,145.4333,65.12,96,42,1.97,AU,1623090375
274,launceston,-41.45,147.1667,56.84,67,90,8.99,AU,1623090376
275,tazovskiy,67.4667,78.7,35.15,68,76,3.15,RU,1623090376
276,bara,10.3744,10.7288,79.68,59,50,26.93,NG,1623090377
277,sabang,5.8933,95.3214,83.41,76,100,21.43,ID,1623090378
278,havoysund,70.9963,24.6622,52.68,80,94,10.18,NO,1623090378
279,yar-sale,66.8333,70.8333,39.67,58,89,9.19,RU,1623090379
280,sukhumi,43.0033,41.0153,59.9,87,0,3.78,GE,1623090379
281,sao joao da barra,-21.6403,-41.0511,80.69,74,17,10.13,BR,1623090380
282,berdigestyakh,62.0989,126.6992,43.75,49,90,5.12,RU,1623090380
283,kamennomostskoye,43.7372,43.0514,54.45,92,100,3.31,RU,1623090381
284,umm lajj,25.0213,37.2685,85.17,56,0,12.66,SA,1623090381
285,gotsu,35.0,132.2167,66.87,86,62,3.6,JP,1623090381
286,plettenberg bay,-34.0527,23.3716,73.13,34,0,12.3,ZA,1623090310
287,kolondieba,11.0882,-6.8926,93.97,32,50,8.59,ML,1623090382
288,dali,25.7,100.1833,63.48,89,68,2.51,CN,1623090383
289,brigantine,39.4101,-74.3646,94.26,69,20,13.11,US,1623090383
290,wenatchee,47.4235,-120.3103,63.05,40,1,4.0,US,1623090383
291,barcelos,41.5388,-8.6151,80.28,59,10,7.7,PT,1623090384
292,mazatlan,23.2167,-106.4167,89.56,72,20,5.99,MX,1623090384
293,polunochnoye,60.8697,60.4153,42.64,64,29,3.76,RU,1623090385
294,antalaha,-14.9003,50.2788,72.75,70,81,10.92,MG,1623090385
295,lingao,19.9103,109.6859,79.66,87,96,6.71,CN,1623090386
296,ambon,-3.6954,128.1814,77.14,88,40,6.51,ID,1623090386
297,lebu,-37.6167,-73.65,55.17,62,78,16.71,CL,1623090387
298,atar,20.5169,-13.0499,110.53,7,1,12.86,MR,1623090364
299,godfrey,38.9556,-90.1868,84.65,65,75,9.26,US,1623090387
300,san quintin,30.4833,-115.95,66.15,64,100,10.27,MX,1623090388
301,yuryuzan,54.8633,58.4219,58.39,72,80,2.28,RU,1623090388
302,ankara,39.9199,32.8543,68.92,51,39,4.92,TR,1623090304
303,kaitangata,-46.2817,169.8464,41.94,88,3,3.42,NZ,1623090389
304,niederfeulen,49.8556,6.0472,68.4,72,92,7.47,LU,1623090389
305,charyshskoye,51.3978,83.5598,55.4,86,3,4.56,RU,1623090390
306,bafq,31.6128,55.4107,97.29,7,0,4.83,IR,1623090390
307,vysokogornyy,50.1167,139.15,45.97,96,86,3.04,RU,1623090391
308,san carlos de bariloche,-41.1456,-71.3082,47.95,61,75,6.69,AR,1623090293
309,thaton,16.9206,97.3714,78.8,84,100,6.71,MM,1623090392
310,talnakh,69.4865,88.3972,27.61,94,100,2.51,RU,1623090392
311,idaho falls,43.4666,-112.0341,70.86,35,1,4.0,US,1623090212
312,phangnga,8.4509,98.5298,84.2,74,40,11.5,TH,1623090393
313,madera,37.1666,-119.8343,82.53,37,62,1.99,US,1623090101
314,saint-pierre,-21.3393,55.4781,69.44,83,75,27.63,RE,1623090394
315,prosvet,55.5703,65.0825,62.38,65,66,8.55,RU,1623090394
316,nosy varika,-20.5833,48.5333,67.01,79,98,7.4,MG,1623090395
317,saldanha,-33.0117,17.9442,68.05,65,96,8.37,ZA,1623090395
318,dallas,32.7668,-96.7836,74.01,93,90,12.35,US,1623090396
319,copiapo,-27.3667,-70.3333,56.89,26,0,7.14,CL,1623090208
320,hami,42.8,93.45,72.14,12,78,14.94,CN,1623090397
321,nelipyno,48.561,23.0315,68.68,79,88,5.44,UA,1623090397
322,mountain home,43.133,-115.6912,69.94,23,25,4.05,US,1623090398
323,wellington,-41.2866,174.7756,55.65,85,40,2.3,NZ,1623090398
324,tutoia,-2.7619,-42.2744,89.58,62,25,5.48,BR,1623090398
325,ilulissat,69.2167,-51.1,59.02,29,20,10.36,GL,1623090399
326,srednekolymsk,67.45,153.6833,52.48,72,100,12.64,RU,1623090400
327,williston,48.147,-103.618,78.93,34,58,5.01,US,1623090400
328,martapura,-3.4167,114.85,77.09,94,54,1.48,ID,1623090400
329,cleveland,41.4995,-81.6954,81.36,85,75,0.0,US,1623090364
330,praia,14.9215,-23.5087,84.74,39,0,24.16,CV,1623090401
331,the pas,53.8251,-101.2541,60.8,67,90,6.91,CA,1623090402
332,new bedford,41.6362,-70.9342,94.73,71,1,1.01,US,1623090107
333,varsag,46.5167,25.35,53.91,88,27,3.24,RO,1623090402
334,saint andrews,34.0454,-81.1293,91.8,55,40,5.73,US,1623090403
335,medea,36.2642,2.7539,73.4,68,20,12.66,DZ,1623090403
336,alberton,46.8168,-64.0654,82.4,54,97,18.41,CA,1623090404
337,rawson,-43.3002,-65.1023,60.6,36,19,9.48,AR,1623090233
338,bichura,50.5881,107.6022,43.63,91,100,2.93,RU,1623090404
339,dingle,10.9995,122.6711,77.74,85,100,2.01,PH,1623090405
340,rocha,-34.4833,-54.3333,60.44,73,36,10.36,UY,1623090405
341,fairbanks,64.8378,-147.7164,65.08,60,20,0.0,US,1623090331
342,sibolga,1.7427,98.7792,76.57,83,100,2.82,ID,1623090406
343,linjiang,41.8069,126.9078,50.5,89,0,1.61,CN,1623090406
344,podgorenskiy,50.405,39.6429,58.98,88,100,5.3,RU,1623090407
345,tateyama,34.9833,139.8667,68.05,77,100,3.56,JP,1623090407
346,ahipara,-35.1667,173.1667,58.91,86,100,20.33,NZ,1623090408
347,shangzhi,45.2167,127.9667,54.63,86,61,2.28,CN,1623090408
348,arona,28.0996,-16.681,73.69,66,0,3.0,ES,1623090409
349,manzhouli,49.6,117.4333,65.77,43,79,13.51,CN,1623090409
350,bontang,0.1333,117.5,75.76,90,62,4.72,ID,1623090410
351,wladyslawowo,54.7909,18.4009,66.2,52,0,6.91,PL,1623090411
352,kalabo,-14.97,22.6814,63.3,44,29,1.72,ZM,1623090411
